"------------------------------------------------------------------------------------------ "
"  Spline of the atmospheric CO2 record based on ice core data before 1958,                 "
"  (Ethridge et. al., 1996; MacFarling Meure et al., 2006) and                              "
"  yearly averages of direct observations from Mauna Loa and the South Pole after and       "
"  including 1958 (from Scripps CO2 Program).                                               "
"                                                                                           "
"  in situ data is based on simple average of Mauna Loa and South Pole from values on Jan 1 "
"                                                                                           "   
"  For Mauna Loa Observatory, Hawaii: Latitude 19.5°N Longitude 155.6°W Elevation 3397m     "
"  For South Pole: Latitude 90.0°S Elevation 2810m                                          "
"                                                                                           "
"   Scripps CO2 Source: R. F. Keeling, S. C. Piper, A. F. Bollenbacher and S. J. Walker     "
"   Scripps CO2 Program ( http://scrippsco2.ucsd.edu )                                      "
"   Scripps Institution of Oceanography (SIO)                                               "
"   University of California                                                                "
"   La Jolla, California USA 92093-0244                                                     "
"                                                                                           "
"   Status of Scripps CO2 data and correspondence:                                          "
"                                                                                           "
"   These data are subject to revision based on recalibration of standard gases. Questions  "
"   about the data should be directed to Dr. Ralph Keeling (rkeeling@ucsd.edu) and          "
"   and Dr. Stephen Piper (scpiper@popmail.ucsd.edu), Scripps CO2 Program.                  "
"                                                                                           "
"                                                                                           "
"-------------------------------------------------------------------------------------------"
"                                                                                           "
"   Sample Date,       CO2                                                                  "
"   (year CE),        (ppm)                                                                 "
1679, 275.903
1680, 275.937
1681, 275.972
1682, 276.007
1683, 276.042
1684, 276.077
1685, 276.113
1686, 276.148
1687, 276.184
1688, 276.220
1689, 276.256
1690, 276.292
1691, 276.328
1692, 276.364
1693, 276.400
1694, 276.435
1695, 276.471
1696, 276.506
1697, 276.541
1698, 276.576
1699, 276.611
1700, 276.645
1701, 276.679
1702, 276.713
1703, 276.746
1704, 276.779
1705, 276.811
1706, 276.843
1707, 276.874
1708, 276.905
1709, 276.935
1710, 276.964
1711, 276.993
1712, 277.021
1713, 277.048
1714, 277.074
1715, 277.100
1716, 277.125
1717, 277.149
1718, 277.172
1719, 277.194
1720, 277.215
1721, 277.235
1722, 277.254
1723, 277.272
1724, 277.288
1725, 277.303
1726, 277.317
1727, 277.327
1728, 277.335
1729, 277.339
1730, 277.339
1731, 277.336
1732, 277.327
1733, 277.314
1734, 277.295
1735, 277.271
1736, 277.241
1737, 277.206
1738, 277.168
1739, 277.126
1740, 277.082
1741, 277.036
1742, 276.988
1743, 276.941
1744, 276.893
1745, 276.846
1746, 276.801
1747, 276.757
1748, 276.714
1749, 276.675
1750, 276.638
1751, 276.604
1752, 276.574
1753, 276.548
1754, 276.527
1755, 276.510
1756, 276.498
1757, 276.492
1758, 276.490
1759, 276.494
1760, 276.504
1761, 276.519
1762, 276.541
1763, 276.570
1764, 276.604
1765, 276.646
1766, 276.694
1767, 276.748
1768, 276.809
1769, 276.876
1770, 276.949
1771, 277.028
1772, 277.113
1773, 277.204
1774, 277.301
1775, 277.404
1776, 277.513
1777, 277.629
1778, 277.752
1779, 277.883
1780, 278.022
1781, 278.171
1782, 278.328
1783, 278.492
1784, 278.664
1785, 278.840
1786, 279.022
1787, 279.206
1788, 279.393
1789, 279.580
1790, 279.768
1791, 279.955
1792, 280.139
1793, 280.321
1794, 280.498
1795, 280.669
1796, 280.835
1797, 280.995
1798, 281.149
1799, 281.298
1800, 281.441
1801, 281.579
1802, 281.710
1803, 281.836
1804, 281.956
1805, 282.069
1806, 282.176
1807, 282.276
1808, 282.369
1809, 282.455
1810, 282.534
1811, 282.605
1812, 282.668
1813, 282.723
1814, 282.770
1815, 282.809
1816, 282.841
1817, 282.867
1818, 282.890
1819, 282.911
1820, 282.931
1821, 282.952
1822, 282.977
1823, 283.007
1824, 283.043
1825, 283.086
1826, 283.140
1827, 283.205
1828, 283.281
1829, 283.368
1830, 283.465
1831, 283.572
1832, 283.688
1833, 283.812
1834, 283.944
1835, 284.083
1836, 284.229
1837, 284.381
1838, 284.537
1839, 284.697
1840, 284.859
1841, 285.022
1842, 285.184
1843, 285.344
1844, 285.500
1845, 285.652
1846, 285.798
1847, 285.938
1848, 286.071
1849, 286.193
1850, 286.303
1851, 286.399
1852, 286.483
1853, 286.552
1854, 286.610
1855, 286.656
1856, 286.695
1857, 286.729
1858, 286.760
1859, 286.790
1860, 286.823
1861, 286.861
1862, 286.905
1863, 286.958
1864, 287.023
1865, 287.100
1866, 287.191
1867, 287.296
1868, 287.414
1869, 287.545
1870, 287.685
1871, 287.832
1872, 287.984
1873, 288.140
1874, 288.296
1875, 288.449
1876, 288.599
1877, 288.752
1878, 288.911
1879, 289.080
1880, 289.263
1881, 289.465
1882, 289.688
1883, 289.937
1884, 290.216
1885, 290.529
1886, 290.873
1887, 291.245
1888, 291.639
1889, 292.048
1890, 292.469
1891, 292.894
1892, 293.316
1893, 293.729
1894, 294.127
1895, 294.503
1896, 294.849
1897, 295.160
1898, 295.441
1899, 295.701
1900, 295.948
